gene,cellex_score,expr_proportion
Clec9a,0.996252522,8.122833086
Sctr,0.994729104,25.50767707
Scn11a,0.993507595,8.023774146
Slc17a8,0.988762999,12.82813274
Gm13974,0.988092693,24.76473502
Clec1a,0.987633117,5.844477464
Sertm1,0.983816778,11.44130758
Gm13404,0.983120961,13.42248638
Syne2,0.982199219,38.38533928
Gm42949,0.982057406,1.634472511
Olfr574,0.977739937,1.584943041
Gm29398,0.972423179,1.882119861
Gm29296,0.9720423,5.497771174
Slc12a7,0.971936122,5.002476474
Megf11,0.971131029,24.41802873
Tc2n,0.970930852,5.200594354
Rbm24,0.967551914,12.77860327
Npff,0.966817289,8.221892026
Ttc29,0.966087203,5.943536404
Fgd5,0.963942804,24.86379396
Ctcflos,0.962452683,13.2243685
Ston2,0.962154954,44.1307578
Ror2,0.960876712,19.81178801
Cfap221,0.958829745,4.259534423
Myo5b,0.956069995,14.80931154
Gfral,0.95602101,10.40118871
Tshr,0.956011924,17.73155027
Sytl3,0.952790921,2.971768202
Hs3st2,0.952351361,28.9252105
Clec12b,0.951926643,0.54482417
Casr,0.950907019,8.667657256
Npffr2,0.950560586,22.9816741
Fstl4,0.950024584,76.32491332
Gm26888,0.949065404,0.64388311
Nr1h4,0.948630879,3.516592372
Podnl1,0.946846032,2.030708271
Parm1,0.946838963,54.8786528
Pou4f2,0.946785705,1.931649331
Tmem45a2,0.945816284,1.436354631
Esr1,0.944779977,30.21297672
Gja3,0.944284215,1.337295691
Calb1,0.943076093,24.07132244
Trpc6,0.943015739,17.63249133
1700042O10Rik,0.942914892,39.57404656
Itpr2,0.942726939,14.2149579
Th,0.942185985,9.311540367
Slc38a11,0.941333781,7.924715206
Crhr2,0.939535279,5.398712234
Dbh,0.939490186,13.27389797
Gm16876,0.93903369,3.813769193
Iigp1,0.938815059,0.69341258
Ddc,0.937620024,53.54135711
Galnt6,0.937618182,7.677067855
Zar1l,0.937210121,0.842000991
Ripk4,0.936396936,1.188707281
Gpr156,0.935549544,20.05943536
C1qtnf1,0.935506043,2.724120852
Casz1,0.934996118,25.4581476
Arhgef16,0.934490621,0.842000991
Gpr1,0.931478686,9.806835067
Rassf10,0.931465103,0.44576523
Cilp,0.929567876,1.981178801
Gm28494,0.928815028,17.43437345
Pabpn1l,0.927441278,0.39623576
Cfap53,0.927414877,4.160475483
B230312C02Rik,0.926965181,18.27637444
Tead1,0.926864504,45.66617137
Gm3898,0.923087771,0.59435364
Kcnh8,0.922480579,20.95096582
Chodl,0.922179925,14.06636949
Col6a2,0.921999427,4.507181773
Maoa,0.919837645,23.92273403
Adgrl4,0.917598911,3.368003962
Kcnn3,0.915445585,33.77909856
Col25a1,0.914212399,52.50123824
Grin2c,0.912987729,5.794947994
RP23-2D23.2,0.912929708,3.368003962
Gast,0.912722608,0.59435364
Aebp1,0.912716781,2.674591382
Tll1,0.912448558,20.85190688
Etv1,0.912242898,16.14660723
Cacng3,0.911349917,23.08073304
Lmx1b,0.911204463,19.41555225
Pdzd3,0.909543961,0.792471521
Thsd7b,0.90922334,73.00643883
2210420H20Rik,0.909072439,1.287766221
