gene,cellex_score,expr_proportion
Abca4,0.98387493,7.157464213
Gm15691,0.982798588,1.226993865
Htr7,0.982311299,31.18609407
Tnfaip8l3,0.980157293,3.578732106
Gm4128,0.978428801,21.06339468
Hrh2,0.978375965,3.783231084
C130060K24Rik,0.972472707,8.588957055
4930426D05Rik,0.971417904,11.14519427
Zfp831,0.968906154,9.304703476
Klhl14,0.960723874,23.72188139
Lrtm1,0.96020292,11.14519427
Sst,0.960134647,36.80981595
Mc3r,0.958773868,0.511247444
Glra2,0.958229682,31.28834356
Pappa2,0.957038556,14.62167689
Rgs5,0.953258088,3.578732106
Cdh11,0.950063834,34.25357873
Sema3e,0.948518986,56.64621677
Gm17750,0.948290304,7.873210634
Col15a1,0.946893452,2.862985685
Arhgef38,0.942102277,2.862985685
Itga4,0.941480002,8.99795501
Npr3,0.939801049,1.329243354
Nos1,0.936275259,16.3599182
Pcdh8,0.936202073,4.396728016
Rtp4,0.935023149,2.760736196
Col25a1,0.932115812,54.39672802
D6Ertd527e,0.929045428,0.306748466
A830019P07Rik,0.926172651,8.1799591
Col6a6,0.925714619,2.147239264
Cdh3,0.919443862,2.249488753
Rprml,0.916499764,3.27198364
Drd2,0.916039987,4.396728016
Ptger2,0.912234196,1.942740286
Fam114a1,0.910262837,1.431492843
Slc16a12,0.910168587,2.45398773
Itpka,0.908777736,0.920245399
Myo1e,0.90806907,4.805725971
Ndnf,0.904242393,6.237218814
Gldn,0.904075045,2.862985685
Gm17173,0.903573881,2.556237219
Vgll3,0.902555729,2.044989775
Kcna4,0.901746854,10.83844581
Tmem114,0.896640359,2.862985685
Mtnr1b,0.895788705,3.27198364
Cacna2d3,0.895759203,81.59509202
Car8,0.895107131,3.578732106
Tmtc4,0.892650892,15.13292434
Sgol2b,0.892547211,1.226993865
Gm20496,0.891418066,0.204498978
Tshz1,0.888566594,25.35787321
Tmem215,0.886641075,1.329243354
Rdh19,0.882972957,0.102249489
Adamts12,0.881103138,6.952965235
Kcnd3os,0.879681782,1.431492843
Gad2,0.878072863,36.80981595
Klkb1,0.877488303,2.658486708
Foxo1,0.876067017,7.770961145
Lypd3,0.87423038,0.204498978
Slc6a5,0.873425188,21.47239264
Sox5os2,0.872922921,1.431492843
Plpp4,0.866400584,35.07157464
Wif1,0.865161266,3.169734151
Bmper,0.863740491,22.08588957
Gm26803,0.863718841,1.840490798
Plppr1,0.863096464,43.96728016
Pde1a,0.861940581,59.50920245
Rasd2,0.861897843,1.124744376
Ipcef1,0.859858418,10.73619632
Asb18,0.856666334,2.862985685
Gm3848,0.852404485,1.738241309
Sox5os4,0.851822194,4.601226994
Adamts7,0.849472042,0.613496933
Adarb2,0.846185187,78.52760736
Slc32a1,0.845698253,13.90593047
Vmn2r56,0.841756368,4.601226994
Kcng2,0.840327355,3.783231084
Ldb2,0.840211887,53.88548057
Tspan18,0.83791408,16.87116564
Kcnh1,0.837872219,34.5603272
Rxfp3,0.8370479,0.81799591
Gulp1,0.833281474,17.17791411
Kcnf1,0.831458994,0.920245399
Stard13,0.830140303,2.965235174
Nrgn,0.828114107,2.556237219
Gm26995,0.822419759,0.408997955
Itga7,0.82233415,3.067484663
Gm904,0.822316071,0.204498978
Gm26839,0.82204757,2.249488753
Elmo1,0.821559403,52.7607362
Shisa8,0.821480939,0.920245399
Cmya5,0.820360621,2.351738241
Neto2,0.814555935,34.5603272
Ptprz1,0.812616268,37.21881391
Gm16337,0.809584573,1.942740286
Grem1,0.80792409,2.658486708
Pnoc,0.807448387,3.27198364
Rspo1,0.805694306,2.45398773
Slc4a11,0.804162304,1.124744376
Gm12930,0.803798709,2.351738241
Cemip,0.803537923,15.95092025
Htr1a,0.803023334,0.715746421
Itgb8,0.799519226,8.793456033
Grm8,0.799026756,56.74846626
Enpp1,0.798297091,3.783231084
Aff2,0.797942336,58.69120654
Plcxd3,0.794770504,70.96114519
2010005H15Rik,0.792390488,1.840490798
Tfap2b,0.791490941,26.68711656
Pag1,0.790066638,20.24539877
Rgs4,0.78799982,5.930470348
Chst2,0.787384028,3.169734151
Hormad2,0.786412929,1.022494888
Ciita,0.785720278,1.329243354
Ntn5,0.779667299,0.102249489
Peli2,0.777229862,9.713701431
Mc5r,0.777191712,0.102249489
Fbn2,0.776291652,11.75869121
Gm43507,0.775598135,1.329243354
Igfbp7,0.773927439,2.862985685
Gm10505,0.770849421,0.102249489
Oprd1,0.769892466,4.90797546
Fam83f,0.769099058,0.81799591
Trpc3,0.765587558,25.66462168
Galnt16,0.765208967,32.00408998
Dpy19l1,0.762534765,7.770961145
Adamts15,0.758400997,2.044989775
Ccnd2,0.757670839,3.987730061
Nsun7,0.753980806,26.27811861
Scara5,0.753890405,1.431492843
Endog,0.752628527,3.578732106
Ano1,0.752149172,4.294478528
Kcnq5,0.751691103,85.07157464
Fam81a,0.749950394,7.157464213
Cadps2,0.749850113,40.49079755
Slc26a7,0.746496739,0.81799591
Nxph1,0.743736863,83.33333333
Sox5,0.742658002,19.73415133
Nkain3,0.742639885,59.81595092
Wnt5a,0.742523113,2.044989775
Eya2,0.739848737,7.668711656
Prdm8,0.739612036,0.408997955
Vwc2,0.738579291,18.91615542
Prkcd,0.734984636,3.578732106
Gabra1,0.734430356,23.92638037
Tmem132b,0.734160611,30.98159509
Zeb2,0.730995471,66.97341513
Col26a1,0.725425469,7.36196319
Vegfc,0.724235656,3.476482618
Gm14525,0.723234409,0.613496933
4930545L23Rik,0.722810986,8.99795501
Scn7a,0.720887617,5.112474438
Lamp5,0.720675506,10.9406953
Gpr83,0.719197127,1.533742331
Gm43248,0.716867242,0.81799591
Spink5,0.71440858,0.102249489
Prkg1,0.712256738,87.93456033
Grik3,0.709477051,29.03885481
Pde1c,0.708746095,43.04703476
Gm42806,0.703484111,0.102249489
Nr1h4,0.702800374,1.329243354
1700001O22Rik,0.697146489,1.226993865
Cplx2,0.696629366,11.45194274
Trim80,0.695821736,0.306748466
Zic3,0.694646507,1.942740286
Eda,0.693983494,18.30265849
Npas3,0.693736647,43.45603272
AB041806,0.691924697,1.63599182
Runx1t1,0.691876743,64.41717791
Gm16701,0.687628922,2.249488753
Serpinb1b,0.686320975,1.840490798
Slc37a1,0.684251759,10.32719836
Otoa,0.681536966,0.920245399
Mef2c,0.681196283,15.64417178
Matn2,0.677899857,4.498977505
Icam5,0.676924803,2.044989775
Oprm1,0.676005641,32.92433538
Gm7580,0.675597164,0.920245399
2600014E21Rik,0.675171664,1.63599182
Slc30a3,0.675101838,5.214723926
Id4,0.672625755,3.680981595
Nppc,0.671981004,3.783231084
Tll1,0.667762922,12.57668712
Frmpd1,0.667412965,12.26993865
Lcorl,0.665341999,41.30879346
Syndig1l,0.660388735,4.396728016
Zic1,0.659194114,8.588957055
Pax8,0.658578902,6.441717791
Parp11,0.657616278,9.406952965
Drd5,0.653774614,0.81799591
Rras2,0.652783405,5.828220859
Rap2b,0.65135639,1.840490798
Rapgef5,0.650074359,35.17382413
Ptprm,0.647702124,53.06748466
Gm12064,0.645130421,7.566462168
Gfra2,0.644022781,8.077709611
Ldlrap1,0.640699809,0.306748466
Cacnb3,0.640593766,8.077709611
Gm16000,0.640172171,0.613496933
Gabrg2,0.638991599,29.14110429
Relb,0.638066813,1.942740286
C530044C16Rik,0.636630167,0.715746421
Syt9,0.635616364,13.29243354
Bcl11a,0.635053031,34.76482618
Pax2,0.634319905,12.88343558
Adra1a,0.633423113,20.85889571
Etl4,0.630298303,63.29243354
Mmp23,0.628408564,1.738241309
Zic4,0.628404103,6.748466258
Cdkn1a,0.627940444,1.329243354
Ldlrad3,0.627675836,11.24744376
9630001P10Rik,0.627188049,0.613496933
Zadh2,0.62539284,8.486707566
Mal2,0.6229033,4.192229039
Spcs3,0.622825329,3.885480573
AI593442,0.618958148,9.100204499
Col12a1,0.61876259,7.873210634
Trhr,0.618761163,6.952965235
Khdrbs2,0.618082951,78.73210634
Gbx1,0.615271704,1.226993865
Colgalt2,0.614377789,1.329243354
Sh3rf1,0.612170416,36.70756646
6430628N08Rik,0.610946982,0.204498978
Hunk,0.610338125,8.282208589
Abhd11os,0.610273542,2.965235174
Actn2,0.609461337,4.703476483
Gng4,0.605526856,5.930470348
Eepd1,0.60542481,3.578732106
Igfbp3,0.604477765,0.511247444
Tmem132cos,0.604415499,1.226993865
Rnasel,0.602050696,3.27198364
Gm15810,0.602016367,10.73619632
Mcmdc2,0.600525579,9.406952965
Adh4,0.600349669,0.306748466
Gm20395,0.599826111,0.511247444
Cers6,0.599252901,29.55010225
Pip5k1b,0.596991379,47.64826176
Enpp6,0.596902865,1.022494888
Gm13919,0.592997497,7.770961145
Arl5c,0.591167514,0.613496933
C1rl,0.589568317,0.306748466
Mpped1,0.586837144,5.112474438
Camkv,0.582340405,14.11042945
Adamts16,0.582294369,5.419222904
Gm26507,0.581088645,0.511247444
C130071C03Rik,0.576287078,31.18609407
Ptprg,0.573615726,60.63394683
Gm27169,0.565407239,0.306748466
Fam26e,0.565124233,0.715746421
Lhfpl3,0.563701852,81.39059305
5330439A09Rik,0.562199255,1.63599182
Fermt1,0.559517942,0.613496933
Gm42456,0.558347212,4.396728016
Slc1a2,0.557392743,14.5194274
Tead3,0.55727452,0.511247444
Tpd52l1,0.553365538,10.83844581
Hs6st2,0.552566461,23.31288344
Gm13251,0.549738115,0.511247444
Necab1,0.547862387,23.10838446
Bmp4,0.546083594,0.204498978
Zfp820,0.546011453,0.81799591
Cerkl,0.543167464,4.805725971
Lpar1,0.542758734,3.680981595
Lrp2,0.542343002,1.022494888
Pkib,0.540504798,6.54396728
Otop1,0.540293333,0.102249489
Il34,0.539429631,3.783231084
Arl4a,0.536969934,3.885480573
Sgcd,0.528500613,73.51738241
Hoxd3,0.528383821,2.45398773
Npy5r,0.528128882,1.738241309
Ano4,0.524867172,38.44580777
Prss56,0.522813642,0.306748466
Cnih3,0.522108438,3.885480573
Ildr2,0.518804615,9.406952965
Zfp688,0.51677128,1.738241309
Ccdc109b,0.516616418,2.965235174
Kl,0.515831532,1.431492843
Gm10330,0.514781289,0.306748466
Myh6,0.51476778,2.760736196
Gpr26,0.514751508,1.226993865
Tmem132c,0.513777341,10.42944785
Fam196a,0.510362957,3.680981595
Fign,0.508896956,19.22290389
Slc6a6,0.504467161,22.6993865
Kcnv1,0.502968522,0.81799591
Pdzd2,0.499576636,18.50715746
Dusp10,0.498334797,3.067484663
