gene,cellex_score,expr_proportion
Pdzk1ip1,0.993875413,7.723577236
Gm38505,0.991367513,23.57723577
Gm13256,0.987221267,3.25203252
Pkhd1l1,0.985487965,16.2601626
Pkd2l1,0.985033982,60.16260163
Gata2,0.979622107,3.658536585
Srd5a2,0.978063492,5.691056911
Gm43419,0.977722867,1.62601626
Espn,0.976287325,35.36585366
Pkd1l2,0.975491691,37.80487805
Ahsg,0.974945673,0.406504065
Tspo2,0.972445175,2.032520325
Clec2i,0.969730849,0.406504065
Tal1,0.966754814,3.25203252
Maats1os,0.961819979,0.406504065
Apcdd1,0.961771723,4.06504065
Nkx6-1,0.960621012,3.25203252
Clic5,0.95816043,4.471544715
Gata3,0.95542024,13.41463415
4930412O13Rik,0.952848187,0.406504065
Gm29276,0.951691295,0.406504065
Vmn2r2,0.95117453,3.25203252
1700085C21Rik,0.948696284,0.406504065
Nfix,0.945978232,20.32520325
E130114P18Rik,0.943706911,13.82113821
Ppfibp1,0.942559955,26.82926829
Six6,0.941237439,0.406504065
RP23-184M3.2,0.941148917,1.62601626
Kcnq4,0.94083026,16.66666667
Ppp1r17,0.939626666,2.43902439
Sox13,0.938168776,5.691056911
Prl,0.9374061,0.406504065
Aqp6,0.936121978,0.81300813
St18,0.934721437,47.15447154
Gpd1,0.930734515,8.130081301
Gypc,0.930074366,2.032520325
Gm11690,0.928804388,0.406504065
Fat1,0.927761277,36.99186992
Gli2,0.927601397,4.471544715
Gm11967,0.925384235,0.406504065
Gfy,0.923919024,0.406504065
Rorc,0.923903846,6.097560976
Scube2,0.922208181,6.097560976
Tnfsf15,0.922167328,0.406504065
Rhbg,0.921056251,0.406504065
Ror1,0.920332009,27.64227642
Tac2,0.91897815,1.62601626
Ccdc183,0.918045583,0.406504065
Lyl1,0.916193839,0.81300813
4930404N11Rik,0.912652528,2.845528455
Crb1,0.912318584,13.41463415
Palld,0.909967376,32.92682927
Apol7d,0.909361295,0.406504065
Drd1,0.904962645,2.43902439
Fam210b,0.904213737,15.44715447
Aldh8a1,0.903629035,0.81300813
Pax6,0.902473838,3.658536585
Gm26632,0.902130132,0.81300813
Styk1,0.901317838,6.910569106
Klf5,0.900373621,3.658536585
Insm1,0.900091774,3.658536585
Aire,0.898327595,0.406504065
Satb1,0.898215681,34.14634146
Lmo1,0.89498384,6.097560976
Gm15462,0.891573715,0.406504065
