gene,cellex_score,expr_proportion
Ccbe1,0.985899466,40.10173802
Chrdl2,0.975731654,3.603221704
Sult5a1,0.97196412,3.264094955
Bcl11b,0.971068935,23.18779144
Zic1,0.968048106,17.04111912
Kit,0.962217239,9.114031369
Spon1,0.961710985,40.2713014
Syndig1l,0.958405103,9.156422213
Gm5916,0.957150828,3.603221704
Pou6f2,0.955620147,46.46036456
Gm26905,0.955493632,56.1254769
Syt6,0.952146622,29.46163629
Ano1,0.952056552,7.884696905
Penk,0.951948364,52.1407376
Arhgap15,0.950502716,32.89529462
Fst,0.946191673,1.18694362
Defa-rs1,0.945879745,1.356506994
Adarb2,0.945128228,85.62950403
Gm15810,0.944415697,18.99109792
Gm14851,0.943228336,0.847816872
Zic4,0.940963354,11.5727003
Wscd1,0.938390041,16.36286562
Otop1,0.937730784,0.635862654
Ptprm,0.937459645,71.85247986
Defa24,0.936891248,1.865197117
Zic3,0.934026999,3.815175922
Fam65b,0.92922234,29.58880882
Zeb2,0.927447847,74.77744807
Gm29478,0.92164512,10.13141162
Plekhg1,0.918463514,14.45527766
Pax2,0.914095529,17.54980924
AY761184,0.912289522,0.296735905
Rasgrp1,0.911052111,3.094531581
Slco3a1,0.910171819,43.49300551
Map2k6,0.910124168,35.90504451
Gm16013,0.908177936,0.254345061
Tspan18,0.908143244,17.04111912
Tcfl5,0.906651431,0.508690123
Gm6999,0.904495373,3.221704112
9330158H04Rik,0.903934847,18.44001696
Defa3,0.903277919,0.296735905
Grik3,0.902527323,32.34421365
Gm17750,0.902081782,5.595591352
Gm29502,0.901206174,5.977108944
Kcnip2,0.900513967,13.39550657
Zfp831,0.899356885,5.256464604
Zap70,0.899092976,2.628232302
Prkg1,0.898718041,94.23484527
Thsd4,0.89801836,38.57566766
Adgrg6,0.897107823,14.45527766
Kcnh5,0.894182846,33.61593896
Mcc,0.893497256,45.78211106
Shb,0.891617729,7.248834252
Chn2,0.890189621,12.03899958
6430628N08Rik,0.890159023,0.551080967
Drd5,0.889907045,1.229334464
Rnf182,0.887567234,15.68461212
Trhde,0.886750368,52.1407376
