gene,cellex_score,expr_proportion
Pax5,0.990448431,10.26304442
Smoc2,0.98937504,10.21992238
Loxl2,0.985245331,18.67184131
Tspan18,0.984622338,36.48124191
Gipr,0.983800518,8.796895213
Gmnc,0.982308679,8.106942648
Fbxl7,0.976999889,77.9215179
Trabd2b,0.974136194,4.700301854
Cemip,0.973659437,31.9534282
Insrr,0.973450992,10.7373868
Trp53i11,0.973191293,17.76627857
Gpr139,0.972465786,14.92022423
Ccbe1,0.972060126,36.9555843
Gm29478,0.97157997,15.69642087
Pou6f2,0.966465293,52.65200517
Enpp3,0.962610003,4.570935748
Zbtb42,0.961283987,2.242345839
Igsf11,0.95739762,18.80120742
Slc4a4,0.956804008,60.15523933
Abcc9,0.954472447,9.443725744
Enpp1,0.952809597,6.899525658
Fbln2,0.95205639,3.320396723
Gm12462,0.951965589,1.681759379
Map2k6,0.951614553,47.47736093
Zic3,0.948408427,4.570935748
Zic4,0.9478799,12.97973264
Grap2,0.947545225,1.250539025
Cd40,0.943962791,3.880983182
Ndnf,0.943553333,6.856403622
Adarb2,0.943507058,89.43510134
Tmem132d,0.943303067,63.1737818
Fsip2,0.941425377,2.846054334
Ucma,0.939398446,6.59767141
Gucy1a3,0.93896146,14.23027167
Hnf1a,0.93756206,1.681759379
Tex36,0.936212392,1.078050884
Gm15687,0.935090993,2.328589909
Dnah11,0.934716,9.486847779
F5,0.933980183,2.587322122
Rgs6,0.93234562,65.32988357
Mgll,0.931398097,20.18111255
Tmem132a,0.929061327,26.04570936
Kcnip2,0.926633035,16.17076326
4933428C19Rik,0.925459491,1.20741699
Pax2,0.922362342,19.62052609
Pde2a,0.921716956,21.2160414
Tmem215,0.91458679,1.552393273
Zfp385c,0.913862783,2.112979733
Slc37a1,0.912824597,15.35144459
Arhgap31,0.908799719,10.17680034
Zic2,0.907641891,1.250539025
Zic1,0.906491918,13.28158689
Drd2,0.90408157,3.62225097
Pde9a,0.902948282,17.6800345
Gm16867,0.901862395,5.907718844
Smo,0.901799165,2.630444157
