gene,cellex_score,expr_proportion
Olfr78,0.99664722,27.37603306
Pou4f1,0.996074931,15.70247934
Fam19a3,0.989392587,2.789256198
9330185C12Rik,0.989347172,38.73966942
Ccl2,0.988329983,3.719008264
Calcr,0.986120667,36.67355372
Ramp3,0.986061722,16.01239669
Gm17268,0.985975023,6.818181818
Prrxl1,0.974870713,9.090909091
Ern2,0.973945925,3.615702479
1700028P14Rik,0.973706835,6.611570248
Pirt,0.966434891,14.35950413
Bves,0.965487211,7.644628099
Fgf10,0.961458845,19.00826446
Lrig1,0.957015662,8.26446281
Trim68,0.956351666,9.090909091
C230014O12Rik,0.951340037,6.198347107
Ednra,0.94680012,4.02892562
Ly75,0.945945225,6.198347107
Edn1,0.940539724,0.826446281
Serpina3g,0.940154393,0.41322314
Bdkrb2,0.939806301,7.231404959
Tes,0.939139406,8.161157025
Tacr3,0.939127031,15.80578512
Calcrl,0.938334636,7.438016529
Gpr156,0.935490189,18.28512397
Adamts19,0.935482619,11.7768595
Cd247,0.934770418,1.859504132
Ccl7,0.933697003,0.41322314
Ebf1,0.933661701,93.28512397
Myo16,0.933649353,41.42561983
Slc16a11,0.93363251,60.84710744
RP23-407J24.3,0.931815055,0.20661157
Pcdh20,0.92952229,2.995867769
Gm15934,0.929061747,1.446280992
Rtn4rl1,0.927547163,15.80578512
Scn7a,0.926917996,8.67768595
Chst8,0.923484202,25.30991736
Pard3b,0.923327434,75.10330579
Thsd7a,0.920958731,62.70661157
Pde7b,0.920903568,49.2768595
RP23-378D16.5,0.920557784,3.202479339
Alpl,0.920439319,2.582644628
Gm16263,0.920404794,2.789256198
Chrm1,0.919404332,2.789256198
Gm12158,0.917362348,3.305785124
9130409J20Rik,0.915471869,0.20661157
Tmem178,0.915370622,17.87190083
Sulf1,0.913942492,10.22727273
Phxr4,0.907240169,5.475206612
Gm10629,0.903714541,8.574380165
Grhl3,0.903290038,1.239669421
Tmem219,0.895698867,19.73140496
Phlda1,0.895142045,8.367768595
Cdh13,0.890922369,80.26859504
Cpne8,0.889404778,44.83471074
Alpk2,0.889112707,3.202479339
Popdc3,0.88730343,9.814049587
Myo5b,0.885951587,10.4338843
Chrna3,0.885918817,11.46694215
Skor1,0.883422426,3.512396694
Gm26883,0.882206851,46.79752066
Frmpd1,0.881051178,18.38842975
Trpc3,0.879435127,30.06198347
RP23-11L1.4,0.878495381,2.789256198
Gm4128,0.877420659,12.39669421
Ackr3,0.87483839,1.239669421
Pdlim3,0.874379354,1.342975207
Hs3st2,0.872807933,21.07438017
Gm13404,0.871551436,5.475206612
1700029H14Rik,0.866894504,1.342975207
Maml2,0.86333397,11.26033058
Pappa2,0.862569914,9.710743802
Fam19a2,0.860965109,87.19008264
Snhg7os,0.860175821,0.41322314
Klf11,0.858416345,1.239669421
Skap1,0.850640057,33.3677686
Pou4f2,0.847567102,1.136363636
Chrnb4,0.846899123,3.409090909
Sema5a,0.846432466,39.5661157
Nell2,0.846078202,55.88842975
Gm28048,0.844614855,3.202479339
Vmn2r69,0.841327522,0.20661157
Ppm1j,0.835598683,2.479338843
Mtnr1a,0.835170039,1.549586777
9630001P10Rik,0.834286534,0.929752066
