gene,cellex_score,expr_proportion
Ebf2,0.99261683,7.926568948
Ebf3,0.979710006,10.06119254
Vcan,0.965731063,7.570798349
Pax8,0.960883832,7.727337413
Dach1,0.95689694,33.10089654
Lhx1os,0.943709635,3.543475167
Adcy8,0.943671253,33.71282197
A330008L17Rik,0.94197441,13.53351359
Mecom,0.930892599,4.710402732
Htr2c,0.930432082,54.60367155
Il1rap,0.927323254,13.23466629
Dach2,0.927058951,10.16080831
9330179D12Rik,0.925891791,3.130781272
Pax2,0.922200406,13.66159101
Mkx,0.919525196,16.72121816
Gm13629,0.914920249,25.70086808
Aldh1a2,0.91195668,1.181158389
Nxph2,0.911450994,3.443859399
Col6a1,0.910476209,2.689625729
St8sia5,0.90948825,6.560409848
Ltk,0.907098171,4.155400598
Lhx5,0.903881687,2.533086666
Rorb,0.903073031,6.204639249
Gm9934,0.902701625,2.689625729
Gm21798,0.901950196,7.627721645
Kcnmb2,0.901737962,26.25587021
Slc6a5,0.898611362,15.07044258
Prox1,0.89467241,2.177316067
Gm13944,0.877826905,12.39504767
Htr4,0.876017445,10.37427067
Lhx1,0.875133235,1.636544756
Adamts16,0.872542327,6.290024192
Gm27199,0.87165349,2.461932546
Epha10,0.866967364,33.49935961
Zfp385b,0.864787151,35.26398178
Sgpp2,0.863490309,11.31350505
Coro6,0.863310671,18.51430198
Tox3,0.862134065,6.062331009
Slc30a3,0.861813393,5.350789811
A830019P07Rik,0.861201772,4.767326028
Nfib,0.860758981,14.30197808
Slc25a13,0.856105193,11.51273659
P3h2,0.853935287,13.14928134
Gm13832,0.847286694,8.154262132
Gad1os,0.844866779,3.130781272
Glra2,0.840329093,14.08851573
Nr5a2,0.839147181,0.910772734
Itga5,0.838823352,3.84232247
Ppargc1a,0.837083637,16.4508325
Syndig1,0.834739309,22.71239505
Hs6st2,0.833019797,23.49509037
Npas1,0.831309122,1.238081685
Adarb2,0.826087487,44.55670983
Stac2,0.820953967,15.8531379
Mme,0.819937598,2.646933257
Kcnab3,0.819511959,3.102319624
Cdh11,0.81945231,16.00967696
Chn2,0.817265414,8.154262132
Adamts10,0.815637529,11.29927423
Ptchd4,0.814514261,43.33285897
Me3,0.813546478,31.22242778
Fndc5,0.813103088,6.290024192
Gli3,0.812040326,1.935392059
Agmat,0.809154048,1.280774157
Gpc5,0.809007517,54.00597695
B230323A14Rik,0.802842422,1.807314644
Stard5,0.799103314,8.410416963
Prdm16,0.796209158,2.590009962
Nfix,0.791496911,3.23039704
Gad1,0.791476045,9.520421232
Hcrtr2,0.787918065,9.719652768
Gm42912,0.787689985,0.426924719
Col15a1,0.787334444,1.181158389
Lynx1,0.787129868,15.38352071
Bcan,0.782808384,11.74042977
Ccnd2,0.781275575,3.0880888
Fat3,0.781240953,30.41127081
RP23-240M8.2,0.777580567,3.557705991
Lhx2,0.777235123,0.327308951
Dchs2,0.773728505,7.585029173
Tmem44,0.771001007,4.411555429
St18,0.77016707,8.424647787
Car8,0.770123551,2.077700299
Gad2,0.76654183,22.18585456
Cdh20,0.763776012,22.15739291
Npas3,0.762800832,37.35591291
Samd5,0.762183279,11.6977373
Plch1,0.760569953,5.550021346
Kazald1,0.760415324,1.878468763
Epha5,0.755616016,54.48982496
Vwc2,0.752606267,15.65390636
Adcy1,0.747911024,7.015796215
Alox8,0.747753703,0.654617902
RP24-177G14.2,0.747217119,1.878468763
Col11a1,0.747023395,17.00583464
Grm8,0.746907177,44.96940373
Stard9,0.745255848,19.75238366
Lhx9,0.744652026,0.241924007
Lamp5,0.743881272,8.922726626
Chrd,0.74307706,3.415397752
Neurog2,0.742426513,0.185000712
RP23-44H21.1,0.742296151,1.351928277
Kcnn2,0.739850084,42.06631564
Cyp2s1,0.736831311,1.465774868
Otp,0.735987646,0.426924719
Grm1,0.734857481,28.16280063
Cwh43,0.732944466,0.68307955
Evx1os,0.731939258,0.398463071
Rasgrp2,0.731783423,6.873487975
Slc6a7,0.730717268,12.28120108
0610040J01Rik,0.727022696,2.291162658
Wipf3,0.726383937,6.887718799
